frame,timestamp in s,success,yaw in radians,pitch in radians,x of gaze vector,y of gaze vector,z of gaze vector
310,10.31,1,0.299,0.126,0.29181501269340515,0.12523657083511353,-0.948240339756012
311,10.344,1,0.283,0.117,0.27748239040374756,0.11644329130649567,-0.9536479711532593
312,10.377,1,0.251,0.119,0.24690861999988556,0.11850176751613617,-0.9617658257484436
313,10.41,1,0.298,0.108,0.2918872833251953,0.10738833993673325,-0.950404942035675
314,10.444,1,0.292,0.109,0.2860325872898102,0.10913509130477905,-0.951984703540802
315,10.477,1,0.31,0.1,0.30360352993011475,0.09986824542284012,-0.9475501179695129
316,10.511,1,0.309,0.116,0.3016367554664612,0.11544407159090042,-0.9464079141616821
317,10.544,1,0.302,0.115,0.2953417897224426,0.11523335427045822,-0.9484168291091919
318,10.577,1,0.293,0.123,0.2869109511375427,0.12257560342550278,-0.9500828385353088
319,10.611,1,0.304,0.116,0.2977636754512787,0.11615829169750214,-0.9475463628768921
320,10.644,1,0.282,0.123,0.2757709324359894,0.12265586107969284,-0.9533655643463135
321,10.677,1,0.295,0.126,0.2881210744380951,0.1254853904247284,-0.9493364691734314
322,10.711,1,0.312,0.108,0.3050331771373749,0.10797371715307236,-0.9462010264396667
323,10.744,1,0.29,0.13,0.2833609879016876,0.1298636496067047,-0.9501799941062927
324,10.777,1,0.298,0.128,0.2912890315055847,0.12738749384880066,-0.9481155872344971
325,10.811,1,0.305,0.116,0.29819798469543457,0.11556386202573776,-0.9474824070930481
326,10.844,1,0.232,0.141,0.2273634523153305,0.14063796401023865,-0.9636009931564331
327,10.878,1,0.128,0.17,0.1260412186384201,0.16869425773620605,-0.9775765538215637
328,10.911,1,0.028,0.174,0.027966342866420746,0.17348141968250275,-0.9844399690628052
329,10.944,1,0.017,0.17,0.01669052056968212,0.1689026802778244,-0.9854913949966431
330,10.978,1,0.032,0.159,0.031937386840581894,0.15822358429431915,-0.9868866801261902
331,11.011,1,0.049,0.136,0.048449959605932236,0.1355527639389038,-0.9895848035812378
332,11.044,1,0.0,0.16,9.33332194108516e-05,0.1595865786075592,-0.9871839284896851
333,11.078,1,0.028,0.161,0.027156298980116844,0.16051018238067627,-0.9866605401039124
334,11.111,1,-0.0,0.177,-0.00010125129483640194,0.17652808129787445,-0.9842956066131592
335,11.144,1,-0.04,0.127,-0.039215877652168274,0.1262044608592987,-0.9912288188934326
336,11.178,1,-0.016,0.108,-0.015472999773919582,0.10754422098398209,-0.9940798878669739
337,11.211,1,-0.026,0.203,-0.025244450196623802,0.2020942121744156,-0.9790406823158264
338,11.245,1,-0.033,0.187,-0.03266531974077225,0.18602265417575836,-0.982002317905426
339,11.278,1,-0.002,0.188,-0.0021628611721098423,0.18669012188911438,-0.9824164509773254
340,11.311,1,0.013,0.147,0.013005837798118591,0.1460075080394745,-0.9891979694366455
341,11.345,1,0.0,0.182,0.0001601117110112682,0.18059377372264862,-0.9835577607154846
342,11.378,1,0.01,0.165,0.009934749454259872,0.16449517011642456,-0.9863278269767761
343,11.411,1,0.004,0.195,0.004285917151719332,0.1933060586452484,-0.9811291694641113
344,11.445,1,-0.002,0.205,-0.002395526971668005,0.20339030027389526,-0.9790948033332825
345,11.478,1,0.019,0.164,0.018807923421263695,0.1635473221540451,-0.9863561987876892
346,11.512,1,-0.017,0.146,-0.01710917428135872,0.1453913301229477,-0.9892262816429138
347,11.545,1,0.013,0.183,0.012646099552512169,0.18210642039775848,-0.9831975102424622
348,11.578,1,0.042,0.2,0.0409855917096138,0.1988247185945511,-0.979177713394165
349,11.612,1,-0.031,0.202,-0.03069515898823738,0.2005726397037506,-0.9791978597640991
350,11.645,1,0.002,0.181,0.0017649743240326643,0.18049539625644684,-0.9835742712020874
351,11.678,1,-0.028,0.151,-0.02813338115811348,0.14993900060653687,-0.9882948994636536
352,11.712,1,0.007,0.195,0.0069948360323905945,0.19339892268180847,-0.9810952544212341
353,11.745,1,-0.023,0.202,-0.02283831685781479,0.20027193427085876,-0.9794741272926331
354,11.778,1,-0.109,0.225,-0.10572496801614761,0.22283658385276794,-0.9691057801246643
355,11.812,1,-0.111,0.248,-0.10754188150167465,0.24538862705230713,-0.9634413719177246
356,11.845,1,-0.118,0.215,-0.11459694802761078,0.2135484218597412,-0.9701879024505615
357,11.879,1,-0.092,0.238,-0.08913201838731766,0.2356620579957962,-0.9677389860153198
358,11.912,1,-0.104,0.208,-0.10135278105735779,0.206363707780838,-0.9732120037078857
359,11.945,1,-0.113,0.222,-0.11020010709762573,0.22006838023662567,-0.9692398905754089
360,11.979,1,-0.099,0.218,-0.09632693231105804,0.2166256457567215,-0.9714908599853516
361,12.012,1,-0.105,0.195,-0.10254338383674622,0.19346345961093903,-0.9757339954376221
362,12.045,1,-0.102,0.236,-0.09936538338661194,0.2337329238653183,-0.967210054397583
363,12.079,1,-0.102,0.205,-0.09997584670782089,0.2040444165468216,-0.9738432168960571
364,12.112,1,-0.121,0.242,-0.11760565638542175,0.23928216099739075,-0.9638012647628784
365,12.145,1,-0.127,0.232,-0.12311778962612152,0.23012389242649078,-0.9653419256210327
366,12.179,1,-0.116,0.185,-0.1141425147652626,0.18383504450321198,-0.9763074517250061
367,12.212,1,-0.119,0.214,-0.11603984981775284,0.21232537925243378,-0.9702848792076111
368,12.246,1,-0.107,0.226,-0.10366766899824142,0.2242768406867981,-0.9689958691596985
369,12.279,1,-0.112,0.185,-0.11006486415863037,0.18345586955547333,-0.9768468141555786
370,12.312,1,-0.106,0.214,-0.10290811955928802,0.2122020721435547,-0.9717922806739807
371,12.346,1,-0.109,0.209,-0.10639967769384384,0.20709408819675446,-0.9725179076194763
372,12.379,1,-0.111,0.195,-0.10827521979808807,0.1939486265182495,-0.9750181436538696
373,12.412,1,-0.101,0.206,-0.09879055619239807,0.2045513540506363,-0.9738579392433167
374,12.446,1,-0.129,0.245,-0.12460865825414658,0.24228695034980774,-0.9621692895889282
375,12.479,1,-0.125,0.238,-0.12106887996196747,0.23591479659080505,-0.9642025828361511
376,12.513,1,-0.101,0.226,-0.09860531985759735,0.22371232509613037,-0.9696545004844666
377,12.546,1,-0.129,0.238,-0.12528234720230103,0.2359749674797058,-0.9636493921279907
378,12.579,1,-0.111,0.19,-0.10871227085590363,0.18929190933704376,-0.9758843183517456
379,12.613,1,-0.11,0.218,-0.10700960457324982,0.2167505919933319,-0.9703443050384521
380,12.646,1,-0.105,0.249,-0.10183047503232956,0.24616092443466187,-0.963864803314209
381,12.679,1,-0.125,0.24,-0.12121278792619705,0.2379174679517746,-0.963692307472229
382,12.713,1,-0.136,0.183,-0.13358184695243835,0.1823345571756363,-0.9741201400756836
383,12.746,1,-0.118,0.246,-0.11436927318572998,0.24383006989955902,-0.9630506634712219
384,12.779,1,-0.114,0.219,-0.11109083890914917,0.21706469357013702,-0.9698153734207153
385,12.813,1,-0.109,0.22,-0.10659746825695038,0.21816447377204895,-0.9700728058815002
386,12.846,1,-0.107,0.213,-0.10419389605522156,0.21123437583446503,-0.9718660712242126
387,12.88,1,-0.129,0.249,-0.12454777956008911,0.2463001161813736,-0.9611576795578003
388,12.913,1,-0.104,0.217,-0.10146402567625046,0.21573804318904877,-0.9711653590202332
389,12.946,1,-0.115,0.232,-0.11127842217683792,0.22967666387557983,-0.9668845534324646
390,12.98,1,-0.118,0.223,-0.1152663454413414,0.22070284187793732,-0.9685060381889343
391,13.013,1,-0.116,0.225,-0.11303891986608505,0.22274473309516907,-0.9683011174201965
392,13.046,1,-0.124,0.232,-0.12044903635978699,0.22984397411346436,-0.965745210647583
393,13.08,1,-0.109,0.236,-0.10589716583490372,0.2335864156484604,-0.966552197933197
394,13.113,1,-0.117,0.235,-0.11339257657527924,0.23254621028900146,-0.9659525752067566
395,13.146,1,-0.11,0.21,-0.10780741274356842,0.20814436674118042,-0.9721385836601257
396,13.18,1,-0.11,0.225,-0.10735302418470383,0.22274890542030334,-0.9689469337463379
397,13.213,1,-0.115,0.195,-0.11295152455568314,0.1937016248703003,-0.974536657333374
398,13.247,1,-0.11,0.226,-0.1073276549577713,0.22432324290275574,-0.9685865044593811
399,13.28,1,-0.112,0.232,-0.10867819935083389,0.22954490780830383,-0.9672116041183472
400,13.313,1,-0.121,0.232,-0.11710382252931595,0.23035037517547607,-0.9660359025001526
401,13.347,1,-0.121,0.228,-0.11713889241218567,0.22574970126152039,-0.9671171307563782
402,13.38,1,-0.116,0.251,-0.11244639754295349,0.2481776624917984,-0.9621661305427551
403,13.413,1,-0.11,0.198,-0.10788484662771225,0.19702883064746857,-0.9744437336921692
404,13.447,1,-0.121,0.237,-0.11706339567899704,0.23446190357208252,-0.9650511145591736
405,13.48,1,-0.121,0.19,-0.11845859885215759,0.18901567161083221,-0.9748028516769409
406,13.514,1,-0.12,0.229,-0.11638033390045166,0.22695991396903992,-0.9669254422187805
407,13.547,1,-0.125,0.223,-0.12145295739173889,0.22080634534358978,-0.9677260518074036
